mes,ticker,setor,nome,status_liquidez
2020-04,BBDC4.SA,Bancos,Bradesco PN,Ativo
2020-04,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2020-04,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2020-04,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2020-04,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2020-04,BRSR6.SA,Bancos,Banrisul PN,Ativo
2020-04,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2020-04,TAEE11.SA,Energia,Taesa Unit,Ativo
2020-04,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2020-04,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2020-04,CPLE6.SA,Energia,Copel PNB,Ativo
2020-04,ELET3.SA,Energia,Eletrobras ON,Ativo
2020-04,ELET6.SA,Energia,Eletrobras PNB,Ativo
2020-04,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2020-04,CMIG4.SA,Energia,Cemig PN,Ativo
2020-04,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2020-04,ALUP11.SA,Energia,Alupar Unit,Ativo
2020-04,ENGI11.SA,Energia,Energisa Unit,Ativo
2020-04,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Ativo
2020-04,AESB3.SA,Energia,AES Brasil ON (Incorporada),Pre-IPO
2020-04,AURE3.SA,Energia,Auren Energia ON,Pre-IPO
2020-04,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2020-04,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2020-04,CXSE3.SA,Seguros,Caixa Seguridade ON,Pre-IPO
2020-04,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2020-04,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Ativo
2020-04,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2020-04,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2020-04,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2020-04,CSMG3.SA,Saneamento,Copasa ON,Ativo
2020-05,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2020-05,BBDC4.SA,Bancos,Bradesco PN,Ativo
2020-05,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2020-05,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2020-05,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2020-05,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2020-05,BRSR6.SA,Bancos,Banrisul PN,Ativo
2020-05,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2020-05,TAEE11.SA,Energia,Taesa Unit,Ativo
2020-05,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2020-05,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2020-05,CPLE6.SA,Energia,Copel PNB,Ativo
2020-05,ELET3.SA,Energia,Eletrobras ON,Ativo
2020-05,ELET6.SA,Energia,Eletrobras PNB,Ativo
2020-05,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2020-05,CMIG4.SA,Energia,Cemig PN,Ativo
2020-05,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2020-05,ALUP11.SA,Energia,Alupar Unit,Ativo
2020-05,ENGI11.SA,Energia,Energisa Unit,Ativo
2020-05,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Ativo
2020-05,AESB3.SA,Energia,AES Brasil ON (Incorporada),Pre-IPO
2020-05,AURE3.SA,Energia,Auren Energia ON,Pre-IPO
2020-05,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2020-05,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2020-05,CXSE3.SA,Seguros,Caixa Seguridade ON,Pre-IPO
2020-05,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2020-05,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Ativo
2020-05,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2020-05,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2020-05,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2020-05,CSMG3.SA,Saneamento,Copasa ON,Ativo
2020-06,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2020-06,BBDC4.SA,Bancos,Bradesco PN,Ativo
2020-06,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2020-06,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2020-06,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2020-06,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2020-06,BRSR6.SA,Bancos,Banrisul PN,Ativo
2020-06,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2020-06,TAEE11.SA,Energia,Taesa Unit,Ativo
2020-06,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2020-06,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2020-06,CPLE6.SA,Energia,Copel PNB,Ativo
2020-06,ELET3.SA,Energia,Eletrobras ON,Ativo
2020-06,ELET6.SA,Energia,Eletrobras PNB,Ativo
2020-06,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2020-06,CMIG4.SA,Energia,Cemig PN,Ativo
2020-06,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2020-06,ALUP11.SA,Energia,Alupar Unit,Ativo
2020-06,ENGI11.SA,Energia,Energisa Unit,Ativo
2020-06,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Ativo
2020-06,AESB3.SA,Energia,AES Brasil ON (Incorporada),Pre-IPO
2020-06,AURE3.SA,Energia,Auren Energia ON,Pre-IPO
2020-06,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2020-06,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2020-06,CXSE3.SA,Seguros,Caixa Seguridade ON,Pre-IPO
2020-06,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2020-06,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Ativo
2020-06,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2020-06,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2020-06,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2020-06,CSMG3.SA,Saneamento,Copasa ON,Ativo
2020-07,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2020-07,BBDC4.SA,Bancos,Bradesco PN,Ativo
2020-07,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2020-07,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2020-07,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2020-07,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2020-07,BRSR6.SA,Bancos,Banrisul PN,Ativo
2020-07,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2020-07,TAEE11.SA,Energia,Taesa Unit,Ativo
2020-07,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2020-07,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2020-07,CPLE6.SA,Energia,Copel PNB,Ativo
2020-07,ELET3.SA,Energia,Eletrobras ON,Ativo
2020-07,ELET6.SA,Energia,Eletrobras PNB,Ativo
2020-07,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2020-07,CMIG4.SA,Energia,Cemig PN,Ativo
2020-07,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2020-07,ALUP11.SA,Energia,Alupar Unit,Ativo
2020-07,ENGI11.SA,Energia,Energisa Unit,Ativo
2020-07,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Ativo
2020-07,AESB3.SA,Energia,AES Brasil ON (Incorporada),Pre-IPO
2020-07,AURE3.SA,Energia,Auren Energia ON,Pre-IPO
2020-07,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2020-07,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2020-07,CXSE3.SA,Seguros,Caixa Seguridade ON,Pre-IPO
2020-07,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2020-07,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Ativo
2020-07,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2020-07,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2020-07,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2020-07,CSMG3.SA,Saneamento,Copasa ON,Ativo
2020-08,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2020-08,BBDC4.SA,Bancos,Bradesco PN,Ativo
2020-08,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2020-08,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2020-08,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2020-08,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2020-08,BRSR6.SA,Bancos,Banrisul PN,Ativo
2020-08,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2020-08,TAEE11.SA,Energia,Taesa Unit,Ativo
2020-08,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2020-08,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2020-08,CPLE6.SA,Energia,Copel PNB,Ativo
2020-08,ELET3.SA,Energia,Eletrobras ON,Ativo
2020-08,ELET6.SA,Energia,Eletrobras PNB,Ativo
2020-08,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2020-08,CMIG4.SA,Energia,Cemig PN,Ativo
2020-08,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2020-08,ALUP11.SA,Energia,Alupar Unit,Ativo
2020-08,ENGI11.SA,Energia,Energisa Unit,Ativo
2020-08,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Ativo
2020-08,AESB3.SA,Energia,AES Brasil ON (Incorporada),Pre-IPO
2020-08,AURE3.SA,Energia,Auren Energia ON,Pre-IPO
2020-08,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2020-08,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2020-08,CXSE3.SA,Seguros,Caixa Seguridade ON,Pre-IPO
2020-08,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2020-08,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Ativo
2020-08,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2020-08,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2020-08,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2020-08,CSMG3.SA,Saneamento,Copasa ON,Ativo
2020-09,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2020-09,BBDC4.SA,Bancos,Bradesco PN,Ativo
2020-09,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2020-09,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2020-09,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2020-09,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2020-09,BRSR6.SA,Bancos,Banrisul PN,Ativo
2020-09,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2020-09,TAEE11.SA,Energia,Taesa Unit,Ativo
2020-09,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2020-09,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2020-09,CPLE6.SA,Energia,Copel PNB,Ativo
2020-09,ELET3.SA,Energia,Eletrobras ON,Ativo
2020-09,ELET6.SA,Energia,Eletrobras PNB,Ativo
2020-09,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2020-09,CMIG4.SA,Energia,Cemig PN,Ativo
2020-09,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2020-09,ALUP11.SA,Energia,Alupar Unit,Ativo
2020-09,ENGI11.SA,Energia,Energisa Unit,Ativo
2020-09,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Ativo
2020-09,AESB3.SA,Energia,AES Brasil ON (Incorporada),Pre-IPO
2020-09,AURE3.SA,Energia,Auren Energia ON,Pre-IPO
2020-09,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2020-09,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2020-09,CXSE3.SA,Seguros,Caixa Seguridade ON,Pre-IPO
2020-09,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2020-09,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Ativo
2020-09,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2020-09,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2020-09,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2020-09,CSMG3.SA,Saneamento,Copasa ON,Ativo
2020-10,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2020-10,BBDC4.SA,Bancos,Bradesco PN,Ativo
2020-10,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2020-10,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2020-10,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2020-10,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2020-10,BRSR6.SA,Bancos,Banrisul PN,Ativo
2020-10,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2020-10,TAEE11.SA,Energia,Taesa Unit,Ativo
2020-10,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2020-10,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2020-10,CPLE6.SA,Energia,Copel PNB,Ativo
2020-10,ELET3.SA,Energia,Eletrobras ON,Ativo
2020-10,ELET6.SA,Energia,Eletrobras PNB,Ativo
2020-10,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2020-10,CMIG4.SA,Energia,Cemig PN,Ativo
2020-10,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2020-10,ALUP11.SA,Energia,Alupar Unit,Ativo
2020-10,ENGI11.SA,Energia,Energisa Unit,Ativo
2020-10,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Ativo
2020-10,AESB3.SA,Energia,AES Brasil ON (Incorporada),Pre-IPO
2020-10,AURE3.SA,Energia,Auren Energia ON,Pre-IPO
2020-10,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2020-10,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2020-10,CXSE3.SA,Seguros,Caixa Seguridade ON,Pre-IPO
2020-10,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2020-10,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Ativo
2020-10,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2020-10,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2020-10,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2020-10,CSMG3.SA,Saneamento,Copasa ON,Ativo
2020-11,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2020-11,BBDC4.SA,Bancos,Bradesco PN,Ativo
2020-11,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2020-11,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2020-11,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2020-11,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2020-11,BRSR6.SA,Bancos,Banrisul PN,Ativo
2020-11,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2020-11,TAEE11.SA,Energia,Taesa Unit,Ativo
2020-11,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2020-11,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2020-11,CPLE6.SA,Energia,Copel PNB,Ativo
2020-11,ELET3.SA,Energia,Eletrobras ON,Ativo
2020-11,ELET6.SA,Energia,Eletrobras PNB,Ativo
2020-11,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2020-11,CMIG4.SA,Energia,Cemig PN,Ativo
2020-11,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2020-11,ALUP11.SA,Energia,Alupar Unit,Ativo
2020-11,ENGI11.SA,Energia,Energisa Unit,Ativo
2020-11,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Ativo
2020-11,AESB3.SA,Energia,AES Brasil ON (Incorporada),Pre-IPO
2020-11,AURE3.SA,Energia,Auren Energia ON,Pre-IPO
2020-11,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2020-11,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2020-11,CXSE3.SA,Seguros,Caixa Seguridade ON,Pre-IPO
2020-11,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2020-11,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Ativo
2020-11,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2020-11,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2020-11,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2020-11,CSMG3.SA,Saneamento,Copasa ON,Ativo
2020-12,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2020-12,BBDC4.SA,Bancos,Bradesco PN,Ativo
2020-12,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2020-12,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2020-12,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2020-12,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2020-12,BRSR6.SA,Bancos,Banrisul PN,Ativo
2020-12,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2020-12,TAEE11.SA,Energia,Taesa Unit,Ativo
2020-12,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2020-12,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2020-12,CPLE6.SA,Energia,Copel PNB,Ativo
2020-12,ELET3.SA,Energia,Eletrobras ON,Ativo
2020-12,ELET6.SA,Energia,Eletrobras PNB,Ativo
2020-12,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2020-12,CMIG4.SA,Energia,Cemig PN,Ativo
2020-12,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2020-12,ALUP11.SA,Energia,Alupar Unit,Ativo
2020-12,ENGI11.SA,Energia,Energisa Unit,Ativo
2020-12,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Ativo
2020-12,AESB3.SA,Energia,AES Brasil ON (Incorporada),Pre-IPO
2020-12,AURE3.SA,Energia,Auren Energia ON,Pre-IPO
2020-12,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2020-12,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2020-12,CXSE3.SA,Seguros,Caixa Seguridade ON,Pre-IPO
2020-12,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2020-12,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Ativo
2020-12,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2020-12,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2020-12,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2020-12,CSMG3.SA,Saneamento,Copasa ON,Ativo
2021-01,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2021-01,BBDC4.SA,Bancos,Bradesco PN,Ativo
2021-01,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2021-01,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2021-01,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2021-01,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2021-01,BRSR6.SA,Bancos,Banrisul PN,Ativo
2021-01,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2021-01,TAEE11.SA,Energia,Taesa Unit,Ativo
2021-01,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2021-01,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2021-01,CPLE6.SA,Energia,Copel PNB,Ativo
2021-01,ELET3.SA,Energia,Eletrobras ON,Ativo
2021-01,ELET6.SA,Energia,Eletrobras PNB,Ativo
2021-01,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2021-01,CMIG4.SA,Energia,Cemig PN,Ativo
2021-01,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2021-01,ALUP11.SA,Energia,Alupar Unit,Ativo
2021-01,ENGI11.SA,Energia,Energisa Unit,Ativo
2021-01,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Ativo
2021-01,AESB3.SA,Energia,AES Brasil ON (Incorporada),Pre-IPO
2021-01,AURE3.SA,Energia,Auren Energia ON,Pre-IPO
2021-01,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2021-01,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2021-01,CXSE3.SA,Seguros,Caixa Seguridade ON,Pre-IPO
2021-01,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2021-01,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Ativo
2021-01,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2021-01,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2021-01,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2021-01,CSMG3.SA,Saneamento,Copasa ON,Ativo
2021-02,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2021-02,BBDC4.SA,Bancos,Bradesco PN,Ativo
2021-02,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2021-02,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2021-02,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2021-02,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2021-02,BRSR6.SA,Bancos,Banrisul PN,Ativo
2021-02,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2021-02,TAEE11.SA,Energia,Taesa Unit,Ativo
2021-02,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2021-02,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2021-02,CPLE6.SA,Energia,Copel PNB,Ativo
2021-02,ELET3.SA,Energia,Eletrobras ON,Ativo
2021-02,ELET6.SA,Energia,Eletrobras PNB,Ativo
2021-02,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2021-02,CMIG4.SA,Energia,Cemig PN,Ativo
2021-02,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2021-02,ALUP11.SA,Energia,Alupar Unit,Ativo
2021-02,ENGI11.SA,Energia,Energisa Unit,Ativo
2021-02,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Ativo
2021-02,AESB3.SA,Energia,AES Brasil ON (Incorporada),Pre-IPO
2021-02,AURE3.SA,Energia,Auren Energia ON,Pre-IPO
2021-02,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2021-02,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2021-02,CXSE3.SA,Seguros,Caixa Seguridade ON,Pre-IPO
2021-02,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2021-02,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Ativo
2021-02,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2021-02,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2021-02,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2021-02,CSMG3.SA,Saneamento,Copasa ON,Ativo
2021-03,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2021-03,BBDC4.SA,Bancos,Bradesco PN,Ativo
2021-03,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2021-03,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2021-03,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2021-03,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2021-03,BRSR6.SA,Bancos,Banrisul PN,Ativo
2021-03,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2021-03,TAEE11.SA,Energia,Taesa Unit,Ativo
2021-03,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2021-03,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2021-03,CPLE6.SA,Energia,Copel PNB,Ativo
2021-03,ELET3.SA,Energia,Eletrobras ON,Ativo
2021-03,ELET6.SA,Energia,Eletrobras PNB,Ativo
2021-03,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2021-03,CMIG4.SA,Energia,Cemig PN,Ativo
2021-03,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2021-03,ALUP11.SA,Energia,Alupar Unit,Ativo
2021-03,ENGI11.SA,Energia,Energisa Unit,Ativo
2021-03,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Ativo
2021-03,AESB3.SA,Energia,AES Brasil ON (Incorporada),Ativo
2021-03,AURE3.SA,Energia,Auren Energia ON,Pre-IPO
2021-03,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2021-03,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2021-03,CXSE3.SA,Seguros,Caixa Seguridade ON,Pre-IPO
2021-03,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2021-03,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Ativo
2021-03,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2021-03,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2021-03,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2021-03,CSMG3.SA,Saneamento,Copasa ON,Ativo
2021-04,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2021-04,BBDC4.SA,Bancos,Bradesco PN,Ativo
2021-04,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2021-04,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2021-04,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2021-04,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2021-04,BRSR6.SA,Bancos,Banrisul PN,Ativo
2021-04,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2021-04,TAEE11.SA,Energia,Taesa Unit,Ativo
2021-04,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2021-04,EGIE3.SA,Energia,Engie Brasil ON,Ativo
2021-04,CPLE6.SA,Energia,Copel PNB,Ativo
2021-04,ELET3.SA,Energia,Eletrobras ON,Ativo
2021-04,ELET6.SA,Energia,Eletrobras PNB,Ativo
2021-04,EQTL3.SA,Energia,Equatorial Energia ON,Ativo
2021-04,CMIG4.SA,Energia,Cemig PN,Ativo
2021-04,CPFE3.SA,Energia,CPFL Energia ON,Ativo
2021-04,ALUP11.SA,Energia,Alupar Unit,Ativo
2021-04,ENGI11.SA,Energia,Energisa Unit,Ativo
2021-04,ENBR3.SA,Energia,EDP Brasil ON (Deslistada),Ativo
2021-04,AESB3.SA,Energia,AES Brasil ON (Incorporada),Ativo
2021-04,AURE3.SA,Energia,Auren Energia ON,Pre-IPO
2021-04,BBSE3.SA,Seguros,BB Seguridade ON,Ativo
2021-04,PSSA3.SA,Seguros,Porto Seguro ON,Ativo
2021-04,CXSE3.SA,Seguros,Caixa Seguridade ON,Ativo
2021-04,WIZC3.SA,Seguros,Wiz Soluções ON,Ativo
2021-04,SULA11.SA,Seguros,SulAmérica Unit (Incorporada),Ativo
2021-04,SBSP3.SA,Saneamento,Sabesp ON,Ativo
2021-04,SAPR11.SA,Saneamento,Sanepar Unit,Ativo
2021-04,SAPR4.SA,Saneamento,Sanepar PN,Ativo
2021-04,CSMG3.SA,Saneamento,Copasa ON,Ativo
2021-05,ITUB4.SA,Bancos,Itaú Unibanco PN,Ativo
2021-05,BBDC4.SA,Bancos,Bradesco PN,Ativo
2021-05,BBAS3.SA,Bancos,Banco do Brasil ON,Ativo
2021-05,SANB11.SA,Bancos,Santander Brasil Unit,Ativo
2021-05,BPAC11.SA,Bancos,BTG Pactual Unit,Ativo
2021-05,ABCB4.SA,Bancos,Banco ABC Brasil PN,Ativo
2021-05,BRSR6.SA,Bancos,Banrisul PN,Ativo
2021-05,ITSA4.SA,Bancos,Itaúsa PN,Ativo
2021-05,TAEE11.SA,Energia,Taesa Unit,Ativo
2021-05,TRPL4.SA,Energia,ISA CTEEP PN,Ativo
2021-05,EGIE3.SA,Energia,Engie Brasil ON,Ativo
